Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_temp,power_kw,wear_torque
L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,5.648523560209425,1298.5
H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,6.58931937172775,1616.9
L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,4.317214659685864,886.2
H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,4.67434554973822,1091.2
L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,5.904502617801047,1813.0
H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,6.30282722513089,2019.6000000000001
M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,6.20330890052356,2284.7999999999997
L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,6.27786387434555,2383.6
L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,6.86869109947644,2806.0
L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,4.930052356020942,1795.5
L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,8.024575916230367,3555.5
M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,4.87434554973822,1782.2
H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,7.85186387434555,3549.0
M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,4.987225130890052,2205.0
L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,4.457026178010471,1825.1999999999998
M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,6.662534031413613,3496.0
L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,6.21455497382199,3029.5
M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,7.248376963350785,4233.0
L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,6.6143455497382195,3784.0
L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,4.123476439790576,1728.0
L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,5.910785340314136,3312.0
L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,5.524062827225131,3120.8
L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,5.972565445026178,3033.6000000000004
H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,6.120104712041885,4135.6
L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,7.022115183246073,4810.1
L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,6.866261780104712,4788.0
L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,6.570659685863875,4558.2
L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,5.619581151832461,4381.8
H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,6.530010471204188,4972.799999999999
M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,7.341277486910994,5927.6
M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,5.516356020942408,3653.2999999999997
L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,6.748586387434556,5636.400000000001
L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,4.538104712041885,3137.2000000000003
H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,4.168827225130889,2356.2
M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,5.84138219895288,4663.6
L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,6.504984293193717,5132.2
L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,4.937591623036649,3685.6000000000004
H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,5.557193717277487,4843.8
M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,6.7368062827225135,6220.5
L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,5.0018324607329845,4015.0
L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,4.280293193717277,2841.6
L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,6.77648167539267,7065.0
M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,6.051455497382199,5563.2
L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,6.449842931937174,7316.0
M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,6.190492146596858,6405.599999999999
H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,6.679246073298429,6688.0
M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,6.7096649214659685,7276.5
L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,5.5338219895287954,6048.0
L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,6.984335078534031,8636.0
M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,7.214659685863874,9116.0
L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,6.997654450261781,7105.0
L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,5.9586178010471205,5876.400000000001
L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,5.010890052356021,5083.599999999999
L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,6.317151832460732,7221.9
L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,5.418345549738221,5874.3
H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,6.200000000000001,7067.000000000001
L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,5.165968586387435,6175.0
L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,6.064921465968586,7680.0
L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,7.5679895287958105,8982.199999999999
M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,6.528502617801047,8212.4
L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,4.945780104712043,5532.2
L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,6.506952879581152,8321.4
L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,8.151738219895288,11510.1
H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,5.5993926701570675,6437.0
H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,5.3851308900523565,6279.0
M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,6.1336335078534026,9008.5
M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,7.5594659685863865,11314.199999999999
M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,6.474094240837697,0.0
L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,5.398020942408377,93.9
M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,6.891225130890052,224.0
L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,4.743361256544502,207.2
M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,4.282460732984293,205.0
L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,5.052712041884817,360.09999999999997
L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,6.252000000000001,573.0
M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,5.775769633507854,547.4000000000001
L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,6.081214659685863,788.0
M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,5.2228272251308905,717.2
L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,7.162460732984293,1162.5
L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,7.063539267015707,1312.2
M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,3.5374240837696336,400.20000000000005
L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,5.460366492146597,1052.8
M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,6.905424083769634,1536.8000000000002
L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,6.596356020942408,1509.6
L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,5.367424083769634,1236.3
L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,5.728638743455496,1406.3
H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,6.494240837696334,1904.8999999999999
M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,5.229424083769634,1488.0
M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,7.258848167539267,2346.0
H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,5.2586387434554975,1620.0
L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,5.954910994764397,2023.6999999999998
L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,6.271068062827225,2250.9
M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,7.15834554973822,3080.7
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,5.4326073298429325,2257.2000000000003
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,5.637581151832461,2495.6000000000004
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,5.6772984293193725,2456.6
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,6.0840000000000005,2826.8
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,6.150031413612565,2833.6
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,5.306387434554974,2441.1
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,7.197528795811517,4015.2
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,8.132607329842934,4747.2
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,8.146335078534031,5060.0
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,6.6467853403141355,3681.0
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,6.292429319371728,3561.8999999999996
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,6.15869109947644,3792.0
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,5.999026178010472,3537.8
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,6.318157068062828,3831.6000000000004
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,6.399204188481676,4038.6000000000004
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,7.606125654450262,5583.6
L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,6.209842931937173,4662.0
L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,6.443246073298429,4859.0
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,6.00358115183246,4301.0
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,7.6138115183246065,6072.3
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,8.03702617801047,6468.0
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,5.399748691099476,3616.2
L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,4.922219895287959,3350.0
L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,3.4365654450261784,1625.6000000000001
L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,6.540146596858638,5211.599999999999
L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,6.709947643979057,6288.0
M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,5.207748691099477,3591.0
L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,4.804356020942408,3644.8
M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,6.722052356020942,6265.2
L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,7.03006282722513,7176.9
L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,7.899434554973821,8637.199999999999
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,7.3435602094240835,6989.0
M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,8.079413612565444,8055.599999999999
L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,7.139476439790576,7005.0
L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,5.948387434554974,5791.2
M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,6.77130890052356,6683.599999999999
M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,7.379057591623036,8195.4
L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,6.3839999999999995,6384.0
L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,6.201748691099477,6107.400000000001
L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,6.6464921465968585,6986.400000000001
M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,5.368439790575916,4797.4
H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,6.857298429319372,7368.400000000001
L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,7.244230366492148,8647.800000000001
L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,3.7162303664921468,2974.3999999999996
L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,5.481549738219895,5411.2
L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,5.675329842931936,5813.999999999999
L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,7.9712460732984285,10883.6
L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,6.233748691099476,8445.6
L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,8.14240837696335,10713.6
L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,7.820324607329842,9757.199999999999
M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,7.053403141361256,7999.0
M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,6.6669738219895285,8569.199999999999
L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,6.309602094240837,8094.799999999999
M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,6.920712041884817,8890.199999999999
L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,6.628764397905758,8904.3
L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,7.005403141361257,9784.6
L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,5.682565445026178,7072.5
L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,5.4041884816753925,6727.5
L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,6.771811518324607,8945.199999999999
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,5.917382198952879,7975.799999999999
L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,7.313026178010472,10671.300000000001
L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,3.9866701570680627,0.0
M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,6.0040000000000004,76.4
M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,5.394722513089005,198.0
M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,5.396094240837697,248.8
L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,7.704879581151833,607.2
L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,6.821738219895288,570.6999999999999
L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,6.84303664921466,685.5
M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,5.038586387434555,491.29999999999995
L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,7.057057591623036,898.0
M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,6.610596858638744,928.4000000000001
M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,6.162879581151833,922.5
L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,7.880460732984292,1744.3999999999999
L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,6.200167539267016,1113.0
L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,6.3442303664921464,1340.8
M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,6.094261780104713,1349.8000000000002
M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,4.58613612565445,876.9
M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,6.946052356020942,1788.0
L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,6.441005235602095,1771.6000000000001
L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,5.716774869109948,1633.4999999999998
L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,6.200314136125654,1809.5
L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,7.329863874345549,2557.8
M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,5.561361256544503,1764.6000000000001
L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,5.7014450261780105,2116.8
H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,6.797256544502618,2609.6
L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000023,9.009267015706806,3751.5
H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,6.937371727748692,2841.3
L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11.0,6.1623455497382205,2529.6000000000004
L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,5.0128900523560205,1869.0
L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,11.100000000000023,5.929633507853403,2808.0
M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.099999999999966,8.63061780104712,4432.599999999999
L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000023,7.2968376963350785,3457.2999999999997
L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.099999999999966,6.437047120418848,2994.1
M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.099999999999966,6.196052356020942,3377.7000000000003
H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000023,6.951204188481675,3872.4
M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,11.200000000000045,5.333298429319372,2759.0
L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.300000000000011,5.723769633507854,3330.4
L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.300000000000011,7.163225130890052,4380.400000000001
L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.300000000000011,8.58896335078534,5510.4
H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999977,7.366785340314136,4664.8
L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000045,7.161633507853404,5520.8
L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.300000000000011,6.628649214659686,4473.0
L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000045,6.537675392670157,4526.099999999999
H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,11.300000000000011,6.293403141361257,4578.0
L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.300000000000011,5.901612565445026,4582.8
L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.300000000000011,6.5122722513089,5034.4
L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.300000000000011,1.2639581151832462,495.6
L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,5.648450261780106,4284.0
M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.300000000000011,6.5405654450261785,5233.8
L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.300000000000011,6.7356020942408374,5187.5
L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,3.769947643979058,2095.5
L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999977,5.35710994764398,4076.4
M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,5.430596858638744,4283.700000000001
H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,6.937780104712042,5922.8
H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,6.300062827225131,5893.599999999999
M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,11.600000000000023,6.552314136125655,6019.2
M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,11.600000000000023,5.889005235602094,5439.0
L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000045,7.7072670157068055,7470.0
L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.700000000000045,5.939057591623037,6247.2
L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,11.600000000000023,6.2306806282722516,5836.599999999999
H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,6.3638952879581145,6458.4
L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,11.600000000000023,4.337780104712042,3638.6000000000004
M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,7.938,9339.9
L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,11.600000000000023,5.304293193717277,5312.0
M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,11.699999999999989,6.435811518324607,6636.0
L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,11.699999999999989,6.062324607329843,6395.4
L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,11.600000000000023,7.8885445026178,9843.699999999999
L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,11.600000000000023,5.533151832460733,5897.500000000001
M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,11.600000000000023,5.416701570680628,5433.9
M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000045,5.946994764397905,6462.0
M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,11.700000000000045,5.361780104712042,6405.0
L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.800000000000011,7.098973821989529,7960.799999999999
M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,7.870429319371727,10490.4
L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.800000000000011,5.790167539267015,7238.9
L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,6.7803141361256545,8800.800000000001
L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.800000000000011,6.395183246073298,8482.5
L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,11.800000000000011,5.972356020942407,7643.599999999999
L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,11.799999999999955,6.914638743455498,9910.199999999999
H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,7.592910994764398,9989.7
M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,11.699999999999989,6.408376963350785,8240.0
L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,11.600000000000023,6.17759162303665,8192.800000000001
L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,11.600000000000023,5.094471204188482,6372.2
L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,11.600000000000023,5.5682198952879585,7476.3
M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,11.699999999999989,5.1758743455497385,5891.0
M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,11.699999999999989,7.082387434554974,10071.6
L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,11.599999999999966,6.302303664921465,9569.3
M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,11.599999999999966,7.262848167539267,0.0
M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.699999999999989,6.708387434554973,125.69999999999999
L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,11.699999999999989,5.900523560209424,210.0
L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,11.699999999999989,5.541874345549737,274.4
H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,7.293089005235602,482.0
L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,11.600000000000023,4.87620942408377,369.0
M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.699999999999989,6.119319371727748,702.0999999999999
L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,11.800000000000011,6.141361256544503,750.0
L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,11.800000000000011,6.101842931937172,866.8
L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,11.699999999999989,6.689507853403141,1075.1999999999998
L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,11.800000000000011,5.801717277486911,1008.8
L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,11.800000000000011,5.631832460732985,929.6000000000001
L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,11.699999999999989,5.0282722513089,840.0
L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,11.800000000000011,5.422701570680628,956.8
M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,11.899999999999977,8.477089005235602,1978.8000000000002
L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.899999999999977,4.150198952879581,762.2
M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,11.800000000000011,4.202575916230367,772.2
L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,11.899999999999977,6.129361256544502,1520.4
L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,11.899999999999977,5.61179057591623,1575.1999999999998
M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,12.0,6.625926701570681,2010.2
L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,12.0,6.733602094240838,2249.1
L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,12.0,6.005026178010471,1805.3999999999999
L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,12.0,6.984607329842932,2411.5
L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,11.899999999999977,7.274743455497383,2783.0
M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,12.0,5.967916230366492,2040.6
M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,12.0,6.8949947643979055,2544.0
L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,11.899999999999977,5.9474136125654455,2280.6000000000004
M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,11.899999999999977,5.762282722513089,2093.0
